Subject,Session,Folder,File
sub-ME07514,ses-202405141,func,sub-ME07514_ses-202405141_task-rest_dir-PA_run-2_bold
sub-ME08768,ses-202403061,anat,sub-ME08768_ses-202403061_rec-norm_run-1_T1w_heudiconv507
sub-ME09128,ses-202405151,anat,sub-ME09128_ses-202405151_rec-norm_run-1_T1w
sub-ME09128,ses-202405151,anat,sub-ME09128_ses-202405151_rec-norm_run-1_T2w
sub-ME09128,ses-202405151,func,sub-ME09128_ses-202405151_task-rest_dir-AP_run-1_bold
sub-ME09128,ses-202405151,func,sub-ME09128_ses-202405151_task-rest_dir-AP_run-2_bold
sub-ME09128,ses-202405151,func,sub-ME09128_ses-202405151_task-rest_dir-PA_run-1_bold
sub-ME09128,ses-202405151,func,sub-ME09128_ses-202405151_task-rest_dir-PA_run-2_bold
sub-ME09623,ses-202405101,anat,sub-ME09623_ses-202405101_run-1_T2w
sub-ME09623,ses-202405101,anat,sub-ME09623_ses-202405101_run-2_T1w
sub-ME09623,ses-202405101,func,sub-ME09623_ses-202405101_task-rest_dir-AP_run-1_bold
sub-ME09623,ses-202405101,func,sub-ME09623_ses-202405101_task-rest_dir-AP_run-2_bold
sub-ME09623,ses-202405101,func,sub-ME09623_ses-202405101_task-rest_dir-PA_run-1_bold
sub-ME09623,ses-202405101,func,sub-ME09623_ses-202405101_task-rest_dir-PA_run-2_bold
sub-ME11329,ses-202406181,anat,sub-ME11329_ses-202406181_run-1_T1w
sub-ME11329,ses-202406181,anat,sub-ME11329_ses-202406181_run-1_T2w
sub-ME11329,ses-202406181,func,sub-ME11329_ses-202406181_task-rest_dir-AP_run-1_bold
sub-ME11329,ses-202406181,func,sub-ME11329_ses-202406181_task-rest_dir-AP_run-2_bold
sub-ME11329,ses-202406181,func,sub-ME11329_ses-202406181_task-rest_dir-PA_run-1_bold
sub-ME11329,ses-202406181,func,sub-ME11329_ses-202406181_task-rest_dir-PA_run-2_bold
sub-ME11779,ses-202405241,anat,sub-ME11779_ses-202405241_run-1_T1w
sub-ME11779,ses-202405241,anat,sub-ME11779_ses-202405241_run-1_T2w
sub-ME11779,ses-202405241,func,sub-ME11779_ses-202405241_task-rest_dir-AP_run-1_bold
sub-ME11779,ses-202405241,func,sub-ME11779_ses-202405241_task-rest_dir-AP_run-2_bold
sub-ME11779,ses-202405241,func,sub-ME11779_ses-202405241_task-rest_dir-PA_run-1_bold
sub-ME11779,ses-202405241,func,sub-ME11779_ses-202405241_task-rest_dir-PA_run-2_bold
sub-ME12290,ses-202406121,anat,sub-ME12290_ses-202406121_rec-norm_run-1_T1w
sub-ME12290,ses-202406121,anat,sub-ME12290_ses-202406121_rec-norm_run-1_T2w
sub-ME12290,ses-202406121,func,sub-ME12290_ses-202406121_task-rest_dir-AP_run-1_bold
sub-ME12290,ses-202406121,func,sub-ME12290_ses-202406121_task-rest_dir-AP_run-2_bold
sub-ME12290,ses-202406121,func,sub-ME12290_ses-202406121_task-rest_dir-PA_run-1_bold
sub-ME12290,ses-202406121,func,sub-ME12290_ses-202406121_task-rest_dir-PA_run-2_bold
sub-ME12339,ses-202401161,anat,sub-ME12339_ses-202401161_run-1_T1w
sub-ME12339,ses-202401161,anat,sub-ME12339_ses-202401161_run-1_T2w
sub-ME12339,ses-202401161,func,sub-ME12339_ses-202401161_task-rest_dir-AP_run-1_bold
sub-ME12339,ses-202401161,func,sub-ME12339_ses-202401161_task-rest_dir-AP_run-2_bold
sub-ME12339,ses-202401161,func,sub-ME12339_ses-202401161_task-rest_dir-PA_run-1_bold
sub-ME12339,ses-202401161,func,sub-ME12339_ses-202401161_task-rest_dir-PA_run-2_bold
sub-ME12339,ses-202405091,anat,sub-ME12339_ses-202405091_run-1_T1w
sub-ME12339,ses-202405091,anat,sub-ME12339_ses-202405091_run-1_T2w
sub-ME12339,ses-202405091,func,sub-ME12339_ses-202405091_task-rest_dir-AP_run-1_bold
sub-ME12339,ses-202405091,func,sub-ME12339_ses-202405091_task-rest_dir-AP_run-2_bold
sub-ME12339,ses-202405091,func,sub-ME12339_ses-202405091_task-rest_dir-PA_run-1_bold
sub-ME12339,ses-202405091,func,sub-ME12339_ses-202405091_task-rest_dir-PA_run-2_bold
sub-ME13694,ses-202406131,anat,sub-ME13694_ses-202406131_run-1_T1w
sub-ME13694,ses-202406131,anat,sub-ME13694_ses-202406131_run-1_T2w
sub-ME13694,ses-202406131,func,sub-ME13694_ses-202406131_task-rest_dir-AP_run-1_bold
sub-ME13694,ses-202406131,func,sub-ME13694_ses-202406131_task-rest_dir-AP_run-2_bold
sub-ME13694,ses-202406131,func,sub-ME13694_ses-202406131_task-rest_dir-PA_run-1_bold
sub-ME13694,ses-202406131,func,sub-ME13694_ses-202406131_task-rest_dir-PA_run-2_bold
sub-ME14298,ses-202404241,anat,sub-ME14298_ses-202404241_rec-norm_run-1_T1w
sub-ME14298,ses-202404241,anat,sub-ME14298_ses-202404241_rec-norm_run-1_T2w
sub-ME14298,ses-202404241,func,sub-ME14298_ses-202404241_task-rest_dir-AP_run-1_bold
sub-ME14298,ses-202404241,func,sub-ME14298_ses-202404241_task-rest_dir-AP_run-2_bold
sub-ME14298,ses-202404241,func,sub-ME14298_ses-202404241_task-rest_dir-PA_run-1_bold
sub-ME14298,ses-202404241,func,sub-ME14298_ses-202404241_task-rest_dir-PA_run-2_bold
sub-ME14321,ses-202404241,anat,sub-ME14321_ses-202404241_rec-norm_run-1_T2w
sub-ME14321,ses-202404241,anat,sub-ME14321_ses-202404241_rec-norm_run-3_T1w
sub-ME14321,ses-202404241,func,sub-ME14321_ses-202404241_task-rest_dir-AP_run-1_bold
sub-ME14321,ses-202404241,func,sub-ME14321_ses-202404241_task-rest_dir-AP_run-2_bold
sub-ME14321,ses-202404241,func,sub-ME14321_ses-202404241_task-rest_dir-PA_run-1_bold
sub-ME14321,ses-202404241,func,sub-ME14321_ses-202404241_task-rest_dir-PA_run-2_bold
sub-ME15836,ses-202406281,anat,sub-ME15836_ses-202406281_run-1_T1w
sub-ME15836,ses-202406281,anat,sub-ME15836_ses-202406281_run-1_T2w
sub-ME15836,ses-202406281,func,sub-ME15836_ses-202406281_task-rest_dir-AP_run-1_bold
sub-ME15836,ses-202406281,func,sub-ME15836_ses-202406281_task-rest_dir-AP_run-2_bold
sub-ME15836,ses-202406281,func,sub-ME15836_ses-202406281_task-rest_dir-PA_run-1_bold
sub-ME15836,ses-202406281,func,sub-ME15836_ses-202406281_task-rest_dir-PA_run-2_bold
sub-ME17434,ses-202406171,anat,sub-ME17434_ses-202406171_rec-norm_run-1_T1w
sub-ME17434,ses-202406171,anat,sub-ME17434_ses-202406171_rec-norm_run-1_T2w
sub-ME17434,ses-202406171,func,sub-ME17434_ses-202406171_task-rest_dir-AP_run-1_bold
sub-ME17434,ses-202406171,func,sub-ME17434_ses-202406171_task-rest_dir-AP_run-2_bold
sub-ME17434,ses-202406171,func,sub-ME17434_ses-202406171_task-rest_dir-PA_run-1_bold
sub-ME17434,ses-202406171,func,sub-ME17434_ses-202406171_task-rest_dir-PA_run-2_bold
sub-ME17917,ses-202406171,anat,sub-ME17917_ses-202406171_run-1_T1w
sub-ME17917,ses-202406171,anat,sub-ME17917_ses-202406171_run-1_T2w
sub-ME17917,ses-202406171,func,sub-ME17917_ses-202406171_task-rest_dir-AP_run-1_bold
sub-ME17917,ses-202406171,func,sub-ME17917_ses-202406171_task-rest_dir-AP_run-2_bold
sub-ME17917,ses-202406171,func,sub-ME17917_ses-202406171_task-rest_dir-PA_run-1_bold
sub-ME17917,ses-202406171,func,sub-ME17917_ses-202406171_task-rest_dir-PA_run-2_bold
sub-ME18383,ses-202405171,anat,sub-ME18383_ses-202405171_run-1_T1w
sub-ME18383,ses-202405171,anat,sub-ME18383_ses-202405171_run-1_T2w
sub-ME18383,ses-202405171,func,sub-ME18383_ses-202405171_task-rest_dir-AP_run-1_bold
sub-ME18383,ses-202405171,func,sub-ME18383_ses-202405171_task-rest_dir-AP_run-2_bold
sub-ME18383,ses-202405171,func,sub-ME18383_ses-202405171_task-rest_dir-PA_run-1_bold
sub-ME18383,ses-202405171,func,sub-ME18383_ses-202405171_task-rest_dir-PA_run-2_bold
sub-ME18561,ses-202404261,anat,sub-ME18561_ses-202404261_run-1_T1w
sub-ME18561,ses-202404261,anat,sub-ME18561_ses-202404261_run-1_T2w
sub-ME18561,ses-202404261,func,sub-ME18561_ses-202404261_task-rest_dir-AP_run-1_bold
sub-ME18561,ses-202404261,func,sub-ME18561_ses-202404261_task-rest_dir-AP_run-2_bold
sub-ME18561,ses-202404261,func,sub-ME18561_ses-202404261_task-rest_dir-PA_run-1_bold
sub-ME18561,ses-202404261,func,sub-ME18561_ses-202404261_task-rest_dir-PA_run-2_bold
sub-ME18638,ses-202403141,anat,sub-ME18638_ses-202403141_run-1_T1w_heudiconv597
sub-ME18783,ses-202404191,anat,sub-ME18783_ses-202404191_run-1_T1w
sub-ME18783,ses-202404191,anat,sub-ME18783_ses-202404191_run-1_T2w
sub-ME18783,ses-202404191,func,sub-ME18783_ses-202404191_task-rest_dir-AP_run-1_bold
sub-ME18783,ses-202404191,func,sub-ME18783_ses-202404191_task-rest_dir-AP_run-2_bold
sub-ME18783,ses-202404191,func,sub-ME18783_ses-202404191_task-rest_dir-PA_run-1_bold
sub-ME18783,ses-202404191,func,sub-ME18783_ses-202404191_task-rest_dir-PA_run-2_bold
sub-ME19521,ses-202405151,anat,sub-ME19521_ses-202405151_rec-norm_run-1_T1w
sub-ME19521,ses-202405151,anat,sub-ME19521_ses-202405151_rec-norm_run-1_T2w
sub-ME19521,ses-202405151,func,sub-ME19521_ses-202405151_task-rest_dir-AP_run-1_bold
sub-ME19521,ses-202405151,func,sub-ME19521_ses-202405151_task-rest_dir-AP_run-2_bold
sub-ME19521,ses-202405151,func,sub-ME19521_ses-202405151_task-rest_dir-PA_run-1_bold
sub-ME19521,ses-202405151,func,sub-ME19521_ses-202405151_task-rest_dir-PA_run-2_bold
sub-ME19765,ses-202405211,anat,sub-ME19765_ses-202405211_run-1_T1w
sub-ME19765,ses-202405211,anat,sub-ME19765_ses-202405211_run-1_T2w
sub-ME19765,ses-202405211,func,sub-ME19765_ses-202405211_task-rest_dir-AP_run-1_bold
sub-ME19765,ses-202405211,func,sub-ME19765_ses-202405211_task-rest_dir-AP_run-2_bold
sub-ME19765,ses-202405211,func,sub-ME19765_ses-202405211_task-rest_dir-PA_run-1_bold
sub-ME19765,ses-202405211,func,sub-ME19765_ses-202405211_task-rest_dir-PA_run-2_bold
sub-ME20001,ses-202405082,anat,sub-ME20001_ses-202405082_rec-norm_run-1_T1w
sub-ME20001,ses-202405082,anat,sub-ME20001_ses-202405082_rec-norm_run-1_T2w
sub-ME20001,ses-202405082,func,sub-ME20001_ses-202405082_task-rest_dir-AP_run-1_bold
sub-ME20001,ses-202405082,func,sub-ME20001_ses-202405082_task-rest_dir-AP_run-2_bold
sub-ME20001,ses-202405082,func,sub-ME20001_ses-202405082_task-rest_dir-PA_run-1_bold
sub-ME20001,ses-202405082,func,sub-ME20001_ses-202405082_task-rest_dir-PA_run-2_bold
sub-ME20245,ses-202406281,anat,sub-ME20245_ses-202406281_run-1_T1w
sub-ME20245,ses-202406281,anat,sub-ME20245_ses-202406281_run-1_T2w
sub-ME20245,ses-202406281,func,sub-ME20245_ses-202406281_task-rest_dir-AP_run-1_bold
sub-ME20245,ses-202406281,func,sub-ME20245_ses-202406281_task-rest_dir-AP_run-2_bold
sub-ME20245,ses-202406281,func,sub-ME20245_ses-202406281_task-rest_dir-PA_run-1_bold
sub-ME20245,ses-202406281,func,sub-ME20245_ses-202406281_task-rest_dir-PA_run-2_bold
sub-ME21138,ses-202405141,anat,sub-ME21138_ses-202405141_run-1_T1w
sub-ME21138,ses-202405141,anat,sub-ME21138_ses-202405141_run-1_T2w
sub-ME21138,ses-202405141,func,sub-ME21138_ses-202405141_task-rest_dir-AP_run-1_bold
sub-ME21138,ses-202405141,func,sub-ME21138_ses-202405141_task-rest_dir-AP_run-2_bold
sub-ME21138,ses-202405141,func,sub-ME21138_ses-202405141_task-rest_dir-PA_run-1_bold
sub-ME21138,ses-202405141,func,sub-ME21138_ses-202405141_task-rest_dir-PA_run-2_bold
sub-ME21738,ses-202402291,anat,sub-ME21738_ses-202402291_run-1_T1w
sub-ME21738,ses-202402291,anat,sub-ME21738_ses-202402291_run-1_T2w
sub-ME21738,ses-202402291,func,sub-ME21738_ses-202402291_task-rest_dir-AP_run-1_bold
sub-ME21738,ses-202402291,func,sub-ME21738_ses-202402291_task-rest_dir-AP_run-2_bold
sub-ME21738,ses-202402291,func,sub-ME21738_ses-202402291_task-rest_dir-PA_run-1_bold
sub-ME21738,ses-202402291,func,sub-ME21738_ses-202402291_task-rest_dir-PA_run-2_bold
sub-ME22071,ses-202406281,anat,sub-ME22071_ses-202406281_run-1_T1w
sub-ME22071,ses-202406281,anat,sub-ME22071_ses-202406281_run-1_T2w
sub-ME22071,ses-202406281,anat,sub-ME22071_ses-202406281_run-2_T2w
sub-ME22071,ses-202406281,func,sub-ME22071_ses-202406281_task-rest_dir-AP_run-1_bold
sub-ME22071,ses-202406281,func,sub-ME22071_ses-202406281_task-rest_dir-AP_run-2_bold
sub-ME22071,ses-202406281,func,sub-ME22071_ses-202406281_task-rest_dir-PA_run-1_bold
sub-ME22071,ses-202406281,func,sub-ME22071_ses-202406281_task-rest_dir-PA_run-2_bold
sub-ME22148,ses-202405101,anat,sub-ME22148_ses-202405101_run-1_T1w
sub-ME22148,ses-202405101,anat,sub-ME22148_ses-202405101_run-1_T2w
sub-ME22148,ses-202405101,func,sub-ME22148_ses-202405101_task-rest_dir-AP_run-1_bold
sub-ME22148,ses-202405101,func,sub-ME22148_ses-202405101_task-rest_dir-AP_run-2_bold
sub-ME22148,ses-202405101,func,sub-ME22148_ses-202405101_task-rest_dir-PA_run-1_bold
sub-ME22148,ses-202405101,func,sub-ME22148_ses-202405101_task-rest_dir-PA_run-2_bold
sub-ME22982,ses-202403191,anat,sub-ME22982_ses-202403191_run-1_T1w
sub-ME22982,ses-202403191,anat,sub-ME22982_ses-202403191_run-1_T2w
sub-ME22982,ses-202403191,func,sub-ME22982_ses-202403191_task-rest_dir-AP_run-1_bold
sub-ME22982,ses-202403191,func,sub-ME22982_ses-202403191_task-rest_dir-AP_run-2_bold
sub-ME22982,ses-202403191,func,sub-ME22982_ses-202403191_task-rest_dir-PA_run-1_bold
sub-ME22982,ses-202403191,func,sub-ME22982_ses-202403191_task-rest_dir-PA_run-2_bold
sub-ME23603,ses-202402011,anat,sub-ME23603_ses-202402011_run-1_T1w_heudiconv003
sub-ME23603,ses-202405171,anat,sub-ME23603_ses-202405171_run-1_T1w
sub-ME23603,ses-202405171,anat,sub-ME23603_ses-202405171_run-1_T2w
sub-ME23603,ses-202405171,func,sub-ME23603_ses-202405171_task-rest_dir-AP_run-1_bold
sub-ME23603,ses-202405171,func,sub-ME23603_ses-202405171_task-rest_dir-AP_run-2_bold
sub-ME23603,ses-202405171,func,sub-ME23603_ses-202405171_task-rest_dir-PA_run-1_bold
sub-ME23603,ses-202405171,func,sub-ME23603_ses-202405171_task-rest_dir-PA_run-2_bold
sub-ME23786,ses-202406051,anat,sub-ME23786_ses-202406051_rec-norm_run-1_T1w
sub-ME23786,ses-202406051,anat,sub-ME23786_ses-202406051_rec-norm_run-1_T2w
sub-ME23786,ses-202406051,func,sub-ME23786_ses-202406051_task-rest_dir-AP_run-1_bold
sub-ME23786,ses-202406051,func,sub-ME23786_ses-202406051_task-rest_dir-AP_run-2_bold
sub-ME23786,ses-202406051,func,sub-ME23786_ses-202406051_task-rest_dir-PA_run-1_bold
sub-ME23786,ses-202406051,func,sub-ME23786_ses-202406051_task-rest_dir-PA_run-2_bold
sub-ME26011,ses-202405081,anat,sub-ME26011_ses-202405081_run-1_T1w
sub-ME26011,ses-202405081,anat,sub-ME26011_ses-202405081_run-1_T2w
sub-ME26011,ses-202405081,func,sub-ME26011_ses-202405081_task-rest_dir-AP_run-1_bold
sub-ME26011,ses-202405081,func,sub-ME26011_ses-202405081_task-rest_dir-AP_run-2_bold
sub-ME26011,ses-202405081,func,sub-ME26011_ses-202405081_task-rest_dir-PA_run-1_bold
sub-ME26011,ses-202405081,func,sub-ME26011_ses-202405081_task-rest_dir-PA_run-2_bold
sub-ME27221,ses-202406031,anat,sub-ME27221_ses-202406031_rec-norm_run-1_T1w
sub-ME27221,ses-202406031,anat,sub-ME27221_ses-202406031_rec-norm_run-1_T2w
sub-ME27221,ses-202406031,func,sub-ME27221_ses-202406031_task-rest_dir-AP_run-1_bold
sub-ME27221,ses-202406031,func,sub-ME27221_ses-202406031_task-rest_dir-AP_run-2_bold
sub-ME27221,ses-202406031,func,sub-ME27221_ses-202406031_task-rest_dir-PA_run-1_bold
sub-ME27221,ses-202406031,func,sub-ME27221_ses-202406031_task-rest_dir-PA_run-2_bold
sub-ME28619,ses-202406241,anat,sub-ME28619_ses-202406241_rec-norm_run-1_T1w
sub-ME28619,ses-202406241,anat,sub-ME28619_ses-202406241_rec-norm_run-1_T2w
sub-ME28619,ses-202406241,func,sub-ME28619_ses-202406241_task-rest_dir-AP_run-1_bold
sub-ME28619,ses-202406241,func,sub-ME28619_ses-202406241_task-rest_dir-AP_run-2_bold
sub-ME28619,ses-202406241,func,sub-ME28619_ses-202406241_task-rest_dir-PA_run-1_bold
sub-ME28619,ses-202406241,func,sub-ME28619_ses-202406241_task-rest_dir-PA_run-2_bold
sub-ME29152,ses-202406171,anat,sub-ME29152_ses-202406171_rec-norm_run-1_T1w
sub-ME29152,ses-202406171,anat,sub-ME29152_ses-202406171_rec-norm_run-1_T2w
sub-ME29152,ses-202406171,func,sub-ME29152_ses-202406171_task-rest_dir-AP_run-1_bold
sub-ME29152,ses-202406171,func,sub-ME29152_ses-202406171_task-rest_dir-AP_run-2_bold
sub-ME29152,ses-202406171,func,sub-ME29152_ses-202406171_task-rest_dir-PA_run-1_bold
sub-ME29152,ses-202406171,func,sub-ME29152_ses-202406171_task-rest_dir-PA_run-2_bold
sub-ME30359,ses-202406031,anat,sub-ME30359_ses-202406031_rec-norm_run-1_T1w
sub-ME30359,ses-202406031,anat,sub-ME30359_ses-202406031_rec-norm_run-1_T2w
sub-ME30359,ses-202406031,func,sub-ME30359_ses-202406031_task-rest_dir-AP_run-1_bold
sub-ME30359,ses-202406031,func,sub-ME30359_ses-202406031_task-rest_dir-AP_run-2_bold
sub-ME30359,ses-202406031,func,sub-ME30359_ses-202406031_task-rest_dir-PA_run-1_bold
sub-ME30359,ses-202406031,func,sub-ME30359_ses-202406031_task-rest_dir-PA_run-2_bold
sub-ME30860,ses-202404111,anat,sub-ME30860_ses-202404111_run-1_T1w
sub-ME30860,ses-202404111,anat,sub-ME30860_ses-202404111_run-1_T2w
sub-ME30860,ses-202404111,func,sub-ME30860_ses-202404111_task-rest_dir-AP_run-1_bold
sub-ME30860,ses-202404111,func,sub-ME30860_ses-202404111_task-rest_dir-AP_run-2_bold
sub-ME30860,ses-202404111,func,sub-ME30860_ses-202404111_task-rest_dir-PA_run-1_bold
sub-ME30860,ses-202404111,func,sub-ME30860_ses-202404111_task-rest_dir-PA_run-2_bold
sub-ME30909,ses-202406241,anat,sub-ME30909_ses-202406241_rec-norm_run-1_T1w
sub-ME30909,ses-202406241,anat,sub-ME30909_ses-202406241_rec-norm_run-1_T2w
sub-ME30909,ses-202406241,func,sub-ME30909_ses-202406241_task-rest_dir-AP_run-1_bold
sub-ME30909,ses-202406241,func,sub-ME30909_ses-202406241_task-rest_dir-AP_run-2_bold
sub-ME30909,ses-202406241,func,sub-ME30909_ses-202406241_task-rest_dir-PA_run-1_bold
sub-ME30909,ses-202406241,func,sub-ME30909_ses-202406241_task-rest_dir-PA_run-2_bold
sub-ME30993,ses-202406201,anat,sub-ME30993_ses-202406201_run-1_T1w
sub-ME30993,ses-202406201,anat,sub-ME30993_ses-202406201_run-1_T2w
sub-ME30993,ses-202406201,func,sub-ME30993_ses-202406201_task-rest_dir-AP_run-1_bold
sub-ME30993,ses-202406201,func,sub-ME30993_ses-202406201_task-rest_dir-AP_run-2_bold
sub-ME30993,ses-202406201,func,sub-ME30993_ses-202406201_task-rest_dir-PA_run-1_bold
sub-ME30993,ses-202406201,func,sub-ME30993_ses-202406201_task-rest_dir-PA_run-2_bold
sub-ME31220,ses-202406111,anat,sub-ME31220_ses-202406111_run-1_T1w
sub-ME31220,ses-202406111,anat,sub-ME31220_ses-202406111_run-1_T2w
sub-ME31220,ses-202406111,func,sub-ME31220_ses-202406111_task-rest_dir-AP_run-1_bold
sub-ME31220,ses-202406111,func,sub-ME31220_ses-202406111_task-rest_dir-AP_run-2_bold
sub-ME31220,ses-202406111,func,sub-ME31220_ses-202406111_task-rest_dir-PA_run-1_bold
sub-ME31220,ses-202406111,func,sub-ME31220_ses-202406111_task-rest_dir-PA_run-2_bold
sub-ME31319,ses-202404261,anat,sub-ME31319_ses-202404261_run-1_T1w
sub-ME31319,ses-202404261,anat,sub-ME31319_ses-202404261_run-1_T2w
sub-ME31319,ses-202404261,func,sub-ME31319_ses-202404261_task-rest_dir-AP_run-1_bold
sub-ME31319,ses-202404261,func,sub-ME31319_ses-202404261_task-rest_dir-AP_run-2_bold
sub-ME31319,ses-202404261,func,sub-ME31319_ses-202404261_task-rest_dir-PA_run-1_bold
sub-ME31319,ses-202404261,func,sub-ME31319_ses-202404261_task-rest_dir-PA_run-2_bold
sub-ME31492,ses-202406251,anat,sub-ME31492_ses-202406251_run-1_T1w
sub-ME31492,ses-202406251,anat,sub-ME31492_ses-202406251_run-1_T2w
sub-ME31492,ses-202406251,func,sub-ME31492_ses-202406251_task-rest_dir-AP_run-1_bold
sub-ME31492,ses-202406251,func,sub-ME31492_ses-202406251_task-rest_dir-AP_run-2_bold
sub-ME31492,ses-202406251,func,sub-ME31492_ses-202406251_task-rest_dir-PA_run-1_bold
sub-ME31492,ses-202406251,func,sub-ME31492_ses-202406251_task-rest_dir-PA_run-2_bold
sub-ME33967,ses-202406051,anat,sub-ME33967_ses-202406051_rec-norm_run-1_T1w
sub-ME33967,ses-202406051,anat,sub-ME33967_ses-202406051_rec-norm_run-1_T2w
sub-ME33967,ses-202406051,func,sub-ME33967_ses-202406051_task-rest_dir-AP_run-1_bold
sub-ME33967,ses-202406051,func,sub-ME33967_ses-202406051_task-rest_dir-AP_run-2_bold
sub-ME33967,ses-202406051,func,sub-ME33967_ses-202406051_task-rest_dir-PA_run-1_bold
sub-ME33967,ses-202406051,func,sub-ME33967_ses-202406051_task-rest_dir-PA_run-2_bold
sub-ME34127,ses-202405231,anat,sub-ME34127_ses-202405231_run-1_T1w
sub-ME34127,ses-202405231,anat,sub-ME34127_ses-202405231_run-1_T2w
sub-ME34127,ses-202405231,func,sub-ME34127_ses-202405231_task-rest_dir-AP_run-1_bold
sub-ME34127,ses-202405231,func,sub-ME34127_ses-202405231_task-rest_dir-AP_run-2_bold
sub-ME34127,ses-202405231,func,sub-ME34127_ses-202405231_task-rest_dir-PA_run-1_bold
sub-ME34127,ses-202405231,func,sub-ME34127_ses-202405231_task-rest_dir-PA_run-2_bold
sub-ME34377,ses-202405311,anat,sub-ME34377_ses-202405311_run-1_T1w
sub-ME34377,ses-202405311,anat,sub-ME34377_ses-202405311_run-1_T2w
sub-ME34377,ses-202405311,func,sub-ME34377_ses-202405311_task-rest_dir-AP_run-1_bold
sub-ME34377,ses-202405311,func,sub-ME34377_ses-202405311_task-rest_dir-AP_run-2_bold
sub-ME34377,ses-202405311,func,sub-ME34377_ses-202405311_task-rest_dir-PA_run-1_bold
sub-ME34377,ses-202405311,func,sub-ME34377_ses-202405311_task-rest_dir-PA_run-2_bold
sub-ME35604,ses-202404191,anat,sub-ME35604_ses-202404191_run-1_T1w
sub-ME35604,ses-202404191,anat,sub-ME35604_ses-202404191_run-1_T2w
sub-ME35604,ses-202404191,func,sub-ME35604_ses-202404191_task-rest_dir-AP_run-1_bold
sub-ME35604,ses-202404191,func,sub-ME35604_ses-202404191_task-rest_dir-AP_run-2_bold
sub-ME35604,ses-202404191,func,sub-ME35604_ses-202404191_task-rest_dir-PA_run-1_bold
sub-ME35604,ses-202404191,func,sub-ME35604_ses-202404191_task-rest_dir-PA_run-2_bold
sub-ME36014,ses-202406181,anat,sub-ME36014_ses-202406181_run-1_T1w
sub-ME36014,ses-202406181,anat,sub-ME36014_ses-202406181_run-1_T2w
sub-ME36014,ses-202406181,func,sub-ME36014_ses-202406181_task-rest_dir-AP_run-1_bold
sub-ME36014,ses-202406181,func,sub-ME36014_ses-202406181_task-rest_dir-AP_run-2_bold
sub-ME36014,ses-202406181,func,sub-ME36014_ses-202406181_task-rest_dir-PA_run-1_bold
sub-ME36014,ses-202406181,func,sub-ME36014_ses-202406181_task-rest_dir-PA_run-2_bold
sub-ME36569,ses-202406271,anat,sub-ME36569_ses-202406271_run-1_T1w
sub-ME36569,ses-202406271,anat,sub-ME36569_ses-202406271_run-1_T2w
sub-ME36569,ses-202406271,func,sub-ME36569_ses-202406271_task-rest_dir-AP_run-1_bold
sub-ME36569,ses-202406271,func,sub-ME36569_ses-202406271_task-rest_dir-AP_run-2_bold
sub-ME36569,ses-202406271,func,sub-ME36569_ses-202406271_task-rest_dir-PA_run-1_bold
sub-ME36569,ses-202406271,func,sub-ME36569_ses-202406271_task-rest_dir-PA_run-2_bold
sub-ME36892,ses-202406051,anat,sub-ME36892_ses-202406051_run-1_T1w
sub-ME36892,ses-202406051,anat,sub-ME36892_ses-202406051_run-1_T2w
sub-ME36892,ses-202406051,func,sub-ME36892_ses-202406051_task-rest_dir-AP_run-1_bold
sub-ME36892,ses-202406051,func,sub-ME36892_ses-202406051_task-rest_dir-AP_run-2_bold
sub-ME36892,ses-202406051,func,sub-ME36892_ses-202406051_task-rest_dir-PA_run-1_bold
sub-ME36892,ses-202406051,func,sub-ME36892_ses-202406051_task-rest_dir-PA_run-2_bold
sub-ME37179,ses-202405021,anat,sub-ME37179_ses-202405021_run-1_T1w
sub-ME37179,ses-202405021,anat,sub-ME37179_ses-202405021_run-1_T2w
sub-ME37179,ses-202405021,func,sub-ME37179_ses-202405021_task-rest_dir-AP_run-1_bold
sub-ME37179,ses-202405021,func,sub-ME37179_ses-202405021_task-rest_dir-AP_run-2_bold
sub-ME37179,ses-202405021,func,sub-ME37179_ses-202405021_task-rest_dir-PA_run-1_bold
sub-ME37179,ses-202405021,func,sub-ME37179_ses-202405021_task-rest_dir-PA_run-2_bold
sub-ME37363,ses-202406071,anat,sub-ME37363_ses-202406071_run-1_T1w
sub-ME37363,ses-202406071,anat,sub-ME37363_ses-202406071_run-1_T2w
sub-ME37363,ses-202406071,func,sub-ME37363_ses-202406071_task-rest_dir-AP_run-1_bold
sub-ME37363,ses-202406071,func,sub-ME37363_ses-202406071_task-rest_dir-AP_run-2_bold
sub-ME37363,ses-202406071,func,sub-ME37363_ses-202406071_task-rest_dir-PA_run-1_bold
sub-ME37363,ses-202406071,func,sub-ME37363_ses-202406071_task-rest_dir-PA_run-2_bold
sub-ME37585,ses-202405031,anat,sub-ME37585_ses-202405031_run-1_T1w
sub-ME37585,ses-202405031,anat,sub-ME37585_ses-202405031_run-1_T2w
sub-ME37585,ses-202405031,func,sub-ME37585_ses-202405031_task-rest_dir-AP_run-1_bold
sub-ME37585,ses-202405031,func,sub-ME37585_ses-202405031_task-rest_dir-AP_run-2_bold
sub-ME37585,ses-202405031,func,sub-ME37585_ses-202405031_task-rest_dir-PA_run-1_bold
sub-ME37585,ses-202405031,func,sub-ME37585_ses-202405031_task-rest_dir-PA_run-2_bold
